train_loss,val_loss,val_dice,val_iou,val_acc,val_sens,val_spec,Epoch
0.789971669514974,0.7844493985176086,0.20229187607765198,0.11293645203113556,0.11293983459472656,1.0,4.3028517211496364e-06,0
0.75642063220342,0.780540943145752,0.20230060815811157,0.11294201016426086,0.11298370361328125,1.0,5.456162034533918e-05,1
0.7190756599108378,0.7707746624946594,0.20226937532424927,0.11292247474193573,0.11347198486328125,0.9992529153823853,0.0007125996053218842,2
0.6725304921468099,0.7643159627914429,0.1816006302833557,0.10022570192813873,0.1984996795654297,0.789130687713623,0.12321484088897705,3
0.6224367817242941,0.7578043341636658,0.15374276041984558,0.08369249850511551,0.40352630615234375,0.4768986999988556,0.39313170313835144,4
0.595710277557373,0.7427218556404114,0.2836800813674927,0.1656370759010315,0.7904434204101562,0.3703863024711609,0.8423454165458679,5
0.5790771643320719,0.7175247073173523,0.2759143114089966,0.1611480712890625,0.8840065002441406,0.1990339457988739,0.9699287414550781,6
0.5542542735735575,0.6618787050247192,0.5805743932723999,0.40908801555633545,0.9020023345947266,0.603712797164917,0.9395575523376465,7
0.5344290932019552,0.6218233108520508,0.6061829328536987,0.43685781955718994,0.8981895446777344,0.710921049118042,0.920853316783905,8
0.5179549256960551,0.5741267800331116,0.6820105910301208,0.5191739201545715,0.9130058288574219,0.8477698564529419,0.9209700226783752,9
0.5013235410054525,0.540513277053833,0.7244294881820679,0.5694211721420288,0.9270057678222656,0.8728038668632507,0.9338365197181702,10
0.4902174274126689,0.5055651664733887,0.7633580565452576,0.6194473505020142,0.9414100646972656,0.8642404079437256,0.9517001509666443,11
0.48168984055519104,0.5138669610023499,0.7256690263748169,0.5716006755828857,0.9216232299804688,0.9459095001220703,0.918516993522644,12
0.478190799554189,0.46978437900543213,0.7981435656547546,0.6654092669487,0.9493312835693359,0.9149456024169922,0.954068660736084,13
0.4657578070958455,0.4651723802089691,0.7925145626068115,0.6569843292236328,0.9487800598144531,0.8878211975097656,0.9572715759277344,14
0.45971863468488056,0.45138218998908997,0.8152861595153809,0.6893429756164551,0.9542064666748047,0.9235026836395264,0.9585024118423462,15
0.453936368227005,0.4507586658000946,0.8027660250663757,0.6721866726875305,0.9497451782226562,0.9368883371353149,0.9517426490783691,16
0.4464417099952698,0.4423593282699585,0.8308477997779846,0.7107682228088379,0.9609928131103516,0.8624190092086792,0.9742634296417236,17
0.44269923369089764,0.43342071771621704,0.8351104259490967,0.7177044749259949,0.9604854583740234,0.912594199180603,0.9668079614639282,18
0.4381883641084035,0.43760091066360474,0.8206605911254883,0.6970071196556091,0.9563522338867188,0.9128825068473816,0.9622586965560913,19
0.43193405866622925,0.43140536546707153,0.8523857593536377,0.7428646087646484,0.966400146484375,0.8726329207420349,0.9787837266921997,20
0.42873529593149823,0.4374704360961914,0.8188652992248535,0.6940025091171265,0.9549598693847656,0.9258421659469604,0.9589078426361084,21
0.4261432985464732,0.4268394708633423,0.8464645147323608,0.7339484691619873,0.9651432037353516,0.8652717471122742,0.9783368110656738,22
0.4215002159277598,0.4322645962238312,0.8283214569091797,0.7074531316757202,0.9581737518310547,0.9154958128929138,0.9640339016914368,23
0.41895310084025067,0.42374640703201294,0.8612522482872009,0.7563735246658325,0.9688091278076172,0.8677846193313599,0.9820351600646973,24
0.41662949323654175,0.4351827800273895,0.8245136737823486,0.7018585205078125,0.957275390625,0.9096055030822754,0.9638983607292175,25
0.4122568567593892,0.4248208999633789,0.8558303713798523,0.7479977607727051,0.9676742553710938,0.8570119142532349,0.9824792146682739,26
0.4098014831542969,0.4264030456542969,0.831564724445343,0.7121468782424927,0.9599227905273438,0.8974114060401917,0.9684699773788452,27
0.4073787033557892,0.423866868019104,0.8431890606880188,0.7289608120918274,0.9640083312988281,0.8693242073059082,0.9767974019050598,28
0.4051972031593323,0.42063072323799133,0.8459208011627197,0.7334728240966797,0.9639186859130859,0.89970862865448,0.9724216461181641,29
0.4020977318286896,0.4226113557815552,0.8487284183502197,0.7372648119926453,0.9652919769287109,0.873358964920044,0.9775787591934204,30
0.4010234574476878,0.4268699586391449,0.8404541015625,0.724895715713501,0.9634342193603516,0.8655576109886169,0.9765914678573608,31
0.39836249748865765,0.427383154630661,0.8362767696380615,0.7186447381973267,0.9616298675537109,0.8772350549697876,0.9730737209320068,32
0.39573633670806885,0.42266714572906494,0.8460013270378113,0.7331466674804688,0.9650096893310547,0.8621731996536255,0.9788606762886047,33
0.3954266806443532,0.42776477336883545,0.8280192613601685,0.7066604495048523,0.9593009948730469,0.8825690746307373,0.9697926640510559,34
0.3921755353609721,0.4203208386898041,0.8459086418151855,0.7330502867698669,0.9649295806884766,0.8651275634765625,0.9782751798629761,35
0.38942621151606244,0.426271915435791,0.8295350074768066,0.7090182304382324,0.9601535797119141,0.8765770196914673,0.9714116454124451,36
0.3879329363505046,0.41927117109298706,0.845317006111145,0.7321449518203735,0.9657306671142578,0.8406586647033691,0.9822767972946167,37
0.3860234121481578,0.42056503891944885,0.836945652961731,0.7200626134872437,0.9618110656738281,0.8894113898277283,0.9716360569000244,38
0.38295453786849976,0.4145956337451935,0.8524101972579956,0.7429274320602417,0.9660720825195312,0.8826889395713806,0.9772297143936157,39
0.38114093740781146,0.41700905561447144,0.8438093066215515,0.7300539016723633,0.9641914367675781,0.8740922212600708,0.9763341546058655,40
0.37888088822364807,0.4138016700744629,0.8513563871383667,0.7412452101707458,0.9662647247314453,0.8674191236495972,0.9795284867286682,41
